104767	16
104768	8
104769	17
104770	48
104771	42
104772	50
104773	25
104774	29
104775	25
104776	32
104777	13
104778	36
104779	47
104780	14
104781	29
104782	23
104783	38
104784	42
104785	18
104786	20
104808	51
104896	75
104900	112
104901	104
104902	103
104903	116
104904	109
104905	108
104906	169
104907	164
104908	0
104909	168
104910	141
104911	166
104912	114
104913	160
104914	151
104915	117
104916	110
104917	140
104918	115
104919	170
104920	163
104921	154
104922	158
104923	161
104924	148
104925	0
104926	159
104927	167
104928	127
104929	131
104930	145
104931	159
104932	136
104933	123
104934	139
104935	134
104936	166
104937	150
104938	137
104939	147
104940	121
104941	165
104942	128
104943	111
104944	1
104945	126
104946	152
104947	157
104948	162
104949	153
104950	156
104951	149
104952	132
104953	122
104954	160
104955	146
104956	143
104957	156
104958	120
104959	125
104960	2
104961	144
104962	142
104963	138
104964	155
104965	135
104966	133
104967	151
104968	118
104969	119
104970	124
104971	108
104972	129
104973	130
104974	113
104975	0
104990	84
104991	75
104992	84
