4001	81
4002	85
4003	70
4004	84
4005	82
4006	83
4007	60
4008	67
4009	39
4010	57
4011	63
4012	64
4013	64
4014	63
4015	92
4016	90
4018	86
4019	75
4020	68
4021	70
4022	55
4023	75
4024	66
4025	73
4027	95
4028	59
4029	58
4031	75
4032	78
4033	77
4034	65
4035	100
4036	70
4042	88
4044	87
4045	89
4046	75
4047	99
4052	101
4053	97
4054	61
4075	75
4081	75
4120	84
4121	75
4122	80
4123	55
4124	84
4126	75
4127	67
4128	67
4129	67
4130	75
4131	92
4132	64
4133	75
4134	64
4135	67
4136	67
4137	67
4138	67
4139	67
4140	75
4141	75
4142	64
4143	64
4144	92
4145	87
4146	89
4147	66
4148	75
4149	84
4150	84
4151	75
4152	75
4153	55
4154	55
4155	63
4156	84
4157	60
4158	55
4159	55
4160	55
4161	55
4162	84
4163	75
4164	66
4165	55
4166	75
4168	58
4170	75
4172	75
4173	75
4174	58
4175	64
4176	75
4178	66
4179	66
4180	75
4181	55
4182	55
4183	55
4184	55
4185	55
4188	81
4190	75
4191	66
4192	55
4193	63
4194	55
4195	55
4196	55
4198	64
4199	55
4200	66
4201	64
4202	70
4203	70
4204	55
4205	66
4206	63
4207	55
4208	55
4209	64
4210	64
4211	84
4212	64
4213	63
4214	66
4215	55
4216	67
4218	55
4219	84
4220	64
4221	55
4222	64
4224	55
4225	55
4226	63
4227	63
4228	63
4229	68
4230	55
4231	55
4232	64
4234	64
4235	55
4236	55
4237	70
4238	70
4239	92
4240	92
4241	65
4242	67
4243	88
4244	92
4245	86
4246	64
4247	55
4248	55
4249	55
4250	64
4251	64
4252	63
4253	67
4254	55
4255	55
4256	64
4257	84
4258	75
4259	55
4260	64
4261	106
4262	84
4263	64
4265	55
4266	63
4267	67
4269	75
4270	64
4271	55
4272	55
4273	82
4274	55
4275	63
4276	73
4277	81
4278	81
4279	81
4280	84
4281	57
4282	63
4283	75
4284	66
4285	55
4286	68
4288	55
4289	84
4291	70
4292	55
4293	83
4294	84
4295	84
4296	63
4297	55
4298	90
4299	85
4300	85
4301	84
4302	60
4303	68
4306	84
4307	64
4308	84
4309	55
4310	63
4311	55
4312	84
4313	55
4314	84
4315	63
4316	55
4317	66
4318	75
4319	75
4322	80
4324	80
4326	75
4466	75
4469	75
4475	55
4483	75
4490	75
4555	66
4558	75
4600	64
4601	64
4602	64
4603	64
4604	64
4605	64
4606	64
4607	64
4608	67
4609	67
4610	74
4614	55
4619	75
4621	55
4622	55
4623	55
4624	75
4625	55
4627	75
4628	55
4629	55
4630	55
4631	55
4632	55
4633	55
4636	55
4637	55
4638	67
4639	55
4641	55
4642	55
4643	55
4644	55
4645	55
4646	55
4657	93
4659	75
4660	55
4661	75
4662	55
4663	55
4664	55
4665	55
4666	84
4667	75
4670	75
4671	63
4674	75
4676	66
4677	66
4678	66
4679	64
4680	64
4682	92
4683	67
4686	75
4687	75
4688	55
4689	55
4690	55
4691	55
4692	55
4693	75
4694	75
4695	67
4696	64
4697	64
4699	64
4700	64
4701	64
4702	75
4703	64
4704	55
4705	55
4706	68
4718	55
4720	80
4721	55
4723	67
4726	67
4737	75
4738	60
4740	79
4741	55
4742	75
4743	64
4744	64
4745	84
4746	84
4747	75
4748	56
4749	75
4750	75
4751	91
4752	56
4753	55
4754	55
4755	75
4756	75
4757	75
4759	75
4761	75
4763	75
4764	75
4765	75
4801	84
4802	55
4803	55
4804	84
4805	84
4806	55
4807	106
4808	84
4809	55
4810	105
4811	106
4813	84
4814	84
4815	84
4816	106
4817	82
4818	84
4820	84
4821	106
4823	55
4824	55
4901	107
4902	107
4903	59
4904	84
5228	84
5229	84
5233	92
5252	75
5264	75
5340	75
5354	75
5360	75
5371	75
5373	75
5381	75
5393	75
5464	60
5467	67
5489	75
5524	55
5527	70
5546	75
5561	66
5593	75
5681	84
5886	75
6135	75
6365	75
6706	75
6881	64
6882	64
6883	55
6892	64
6894	64
6980	75
6983	75
6987	75
6990	75
7035	75
7037	75
7039	75
7041	75
7073	75
7084	75
7086	75
7133	75
7373	75
7683	76
7798	75
7844	75
7881	75
7886	75
8042	96
8043	96
8086	75
8232	75
8237	75
8240	75
8246	75
8249	75
8252	75
8255	75
8351	84
8427	75
8428	55
8449	75
8545	75
8685	75
8694	64
8699	75
8818	75
8888	75
8900	75
8902	75
8907	75
8949	75
8972	75
8973	75
8974	75
8975	75
8976	75
8977	75
8978	75
8979	75
8980	75
8981	75
8982	75
8983	75
8984	75
8985	75
8986	75
8987	75
9003	75
9006	75
9009	75
9012	75
9017	75
9068	75
9069	75
9140	75
9148	75
9153	75
37001	73
37002	69
37003	72
37004	71
37005	62
37006	91
37007	94
37008	101
37201	55
37202	92
37203	87
37204	55
37205	55
37206	64
37207	71
37208	64
37211	64
37212	55
37213	55
37214	55
37215	55
37216	55
37217	55
37218	55
37219	55
37220	67
37221	55
37222	55
37223	63
37224	55
37225	106
37226	55
37227	55
37228	64
37229	62
37230	55
37231	70
37232	55
37233	55
37235	55
37237	55
37238	55
37239	67
37240	64
37241	55
37242	55
37243	67
37245	55
37246	55
37247	55
37249	55
37250	55
37251	55
37252	67
37253	55
37254	64
37255	84
37257	66
37259	55
37260	67
104009	75
104010	75
104011	75
104012	75
104013	75
104014	75
104015	75
104017	79
104018	79
104019	75
104020	75
104021	75
104022	75
104024	75
104027	75
104047	98
104050	75
104100	75
104101	84
104102	84
104103	64
104104	55
104105	84
104106	55
104107	75
104108	75
104109	67
104110	75
104111	75
104112	67
104113	67
104114	75
104115	75
104116	75
104117	75
104118	75
104119	75
104120	75
104121	75
104122	75
104123	75
104124	75
104125	55
104126	55
104127	55
104128	102
104129	75
104130	55
104131	84
104132	67
104133	75
104134	75
104135	66
104136	70
104137	75
104138	55
104139	106
104140	106
104141	75
104142	75
104143	75
104144	75
104145	75
104179	75
104180	75
104181	75
104182	75
104183	75
104184	75
104185	75
104186	75
104223	75
104248	55
104256	92
104257	75
104258	75
104259	75
104260	75
104261	63
104286	75
104287	75
104304	63
104700	49
104701	9
104702	24
104703	15
104704	28
104705	32
104706	53
104707	46
104708	37
104709	54
104710	11
104711	14
104712	30
104713	52
104714	4
104715	4
104716	23
104717	14
104718	48
104719	29
104720	22
104721	21
104722	35
104723	21
104724	46
104725	22
104726	49
104727	45
104728	52
104729	10
104730	10
104731	21
104732	31
104733	26
104734	40
104735	19
104736	30
104737	34
104738	27
104739	46
104740	5
104741	12
104742	50
104743	9
104744	43
104745	21
104746	26
104747	25
104748	21
104749	7
104750	53
104751	6
104752	33
104753	29
104754	19
104755	41
104756	31
104757	3
104758	41
104759	25
104760	49
104761	41
104762	44
104763	50
104764	46
104765	6
104766	40
